"","dato","RPI","W875RX1","DPCERA3M086SBEA","CMRMTSPLx","RETAILx","INDPRO","IPFPNSS","IPFINAL","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPDMAT","IPNMAT","IPMANSICS","IPB51222S","IPFUELS","CUMFNS","HWI","HWIURATIO","CLF16OV","CE16OV","UNRATE","UEMPMEAN","UEMPLT5","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","CLAIMSx","PAYEMS","USGOOD","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOVT","CES0600000007","AWOTMAN","AWHMAN","HOUST","HOUSTNE","HOUSTMW","HOUSTS","HOUSTW","PERMIT","PERMITNE","PERMITMW","PERMITS","PERMITW","AMDMNOx","AMDMUOx","BUSINVx","ISRATIOx","M1SL","M2SL","M2REAL","AMBSL","TOTRESNS","NONBORRES","BUSLOANS","REALLN","NONREVSL","CONSPI","S.P.500","S.P..indust","S.P.div.yield","S.P.PE.ratio","FEDFUNDS","CP3Mx","TB3MS","TB6MS","GS1","GS5","GS10","AAA","BAA","COMPAPFFx","TB3SMFFM","TB6SMFFM","T1YFFM","T5YFFM","T10YFFM","AAAFFM","BAAFFM","EXSZUSx","EXJPUSx","EXUSUKx","EXCAUSx","WPSFD49207","WPSFD49502","WPSID61","WPSID62","OILPRICEx","PPICMM","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUSR0000SAD","CUSR0000SAS","CPIULFSL","CUSR0000SA0L2","CUSR0000SA0L5","PCEPI","DDURRG3M086SBEA","DNDGRG3M086SBEA","DSERRG3M086SBEA","CES0600000008","CES2000000008","CES3000000008","MZMSL","DTCOLNVHFNM","DTCTHFNM","INVEST"
"13",1960-01-01,0.00423798884208271,0.00574343200775473,0.00275365562688057,0.017015427211053,0.0266055063632447,0.0259146609897529,0.024096788000243,0.0290224309208842,0.0312325313149024,0.103834869734012,0.00456180714120924,0.0363282857137213,0.0284807415295103,0.03905537849114,0.015239992689847,0.0269667148749577,-0.00882136524880384,-0.0126639726474793,1.99339999999999,426,0.122288167,-0.000463916039517898,9.18217434531243e-05,-0.0999999999999996,0.4,-0.0115327530135474,-0.0710959216837299,-0.0054496047675654,-0.00664454271866877,-0.00429185208154159,0.015470050879788,0.00182574348311348,0.003391924312794,-0.0123145344685138,-0.0121732051023358,0.00729369836090221,0.0108237878866362,0.00219058137981953,0.000949189664696704,0.00243298160113881,-0.00149253759050616,0.0047295921797712,0.00200521422713784,-0.00731637446563305,40,0.3,40.6,7.28619171470238,5.61312810638807,5.8805329864007,6.22653666928747,5.77455154554441,6.99576615630485,5.50533153593236,5.53338948872752,5.80211837537706,5.5683445037611,-0.0390173099579236,-0.0280308914713459,0.00853828479658425,-0.0103311260000001,-0.00285306898240734,0.00369561986207678,0.00266285477136829,0.00296698174017118,0.0120637739348655,-0.0172398041508974,0.0237809460017027,0.0178501487855951,0.0220349244292724,-0.000507329000000001,-0.0175937581132599,-0.0205045727841551,0.11818887,-0.0255516357809809,0,0.0300000000000002,-0.140000000000001,-0.109999999999999,-0.109999999999999,-0.0899999999999999,0.0299999999999994,0.0300000000000002,0.0599999999999996,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,0.000647338997035618,0.000360537446163711,0.000500160776387037,0.00199527501217574,0.00302572091653719,0.00301659353942574,-0.0032414939241705,-0.00328407520119001,0,0.00881062968215529,0.000681198936423488,0,-0.00332779009267448,0.00457666702741166,0,0,0.004228336109521,0.00677968698537867,0.0032206147000422,0,0.000689496694748382,-0.00168322487003625,-0.00139902091370736,0.00312437666538079,0.02278002833182,0,0.028573372444056,0.00454466784658791,-0.0116139050179367,0.0124500749540282,-0.00565385420006592
"14",1960-02-01,0.00074498704944137,0.000488227079670445,0.00437960755973288,0.0144352666842149,0.00369645434928856,-0.00893765100557475,-0.00568657185685373,-0.00344103280559294,-0.0114525628988695,-0.0138566660744708,-0.0102909378490077,0.00646369944989411,-0.0130435901554939,-0.0167004867408878,-0.00614376012735196,-0.00779134851656549,-0.00126591584806457,0.010374287070932,-0.950800000000001,0,0.0468414749999999,-0.000188527384160864,0.00416899517293245,-0.4,-0.4,-0.135102484856565,-0.0105821093305369,-0.0843324053025727,-0.0882242334148389,-0.0805804866593389,-0.0199988002715141,0.00439391442949422,0.00583181517779074,0.00711746776886457,0.0105368113482065,0.00495994912292019,0.00740068803863991,0.00140570112955807,0.00358726762556749,0.00305535823596159,0.00167894825373605,0.00427704350381042,0.0039984059666951,0.00228461591584939,39.7,-0.2,40.3,7.31521838975297,5.59471137960184,5.94803498918065,6.18826412308259,5.89715386763674,6.99209642741589,5.44673737166631,5.54517744447956,5.72031177660741,5.68697535633982,-0.00335895975204181,-0.0232308478390948,0.0111302518956986,0.0206622519999999,0,0.00234781258274808,-0.000295522831289752,-0.000691306212161624,-0.0399848792889355,-0.0279603516495471,0.0124937766089102,0.00688747131836731,0.00629855795691192,0.000611057999999998,-0.0395447360031742,-0.0438241948130562,0.195475953,-0.0528813627401803,-0.02,-0.25,-0.39,-0.44,-0.37,-0.23,-0.23,-0.0500000000000007,0,0.69,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,0.00249296098826668,0.000720962464757946,0.00124930858104455,-0.0015748861462894,0.00302572091653719,0.00301659353942574,0,0.00329489589685261,0,0.0176475168135779,0,0.0044052934679164,-0.00332779009267448,0.00913248356327268,-0.00298953884836628,0,0.00421053253634351,0.00338409798424033,0,0,0.000516573407957299,-0.000511752030761592,-0.00154872261365524,0.00255877318563247,0.0135442251077571,0.0116506172199752,0.0141178815457851,0.00209278067313079,0.000946905718366864,0.00609887714157331,-0.0379264142500988
"15",1960-03-01,0.00182875784400771,0.000842740286286947,0.0140637529085734,-0.0282168522843325,-0.00110198926157601,-0.00901825354987507,-0.00342595026646331,-0.00114549451399348,0.00114972576030414,-0.0199645495670131,0.00915243552539025,0.00215248264259849,-0.0165495917058154,-0.0320856313927487,0.000437951832298999,-0.0123662918146019,0.0373193601041639,0.0102677653797461,-1.3687,-86,-0.0861652359999999,-0.00800889623231171,-0.0145367237890355,0.600000000000001,-0.0999999999999996,0.152052043170337,0.0798939092207656,0.13129941491049,0.230880533816362,0.0253178079842895,0.132722506481288,-0.00100944296501559,-0.0119042916394871,-0.00246359084097492,-0.0579872576503497,-0.00368582013612873,-0.00610967118369388,-0.000156091469918351,0.00505765940318703,-0.000987477076517251,0.00163891719182185,-0.000717553174567342,0.00278940208757827,0.0236198743967968,39.5,-0.0999999999999996,40,7.01121398735037,4.98360662170834,5.32787616878958,6.0591231955818,5.79605775076537,6.86171134048073,5.11198778835654,5.24174701505964,5.60947179518496,5.78996017089725,-0.0111260460162157,-0.0226252002498644,0.00816158003839895,0.0309933770000002,-0.0014295928095942,0.00401606965488988,0.00295130563458024,-0.00347942121947264,-0.0442057927370705,0.0303238267421061,0.00976565601796509,0.00589073554319963,0.0150128840145562,0.000868739000000007,-0.0137186267029143,-0.0150455039952098,0.113781872,-0.021169863657112,-0.13,-0.17,-0.65,-0.69,-0.640000000000001,-0.380000000000001,-0.24,-0.0699999999999994,-0.0899999999999999,0.65,-0.53,-0.23,0.18,0.47,0.41,0.65,1.41,-0.000161392587819442,0,0.000927048486845772,-0.000735796532907444,0.00902261759963707,0.0119761910467155,0.0032414939241705,0.00982004618097543,0,0,0.0013610073553747,0.0044052934679164,-0.00333890126551495,0.00909097170125195,0,-0.00260078170005773,0.00840341079637952,0,0,0.00333890126551495,0.001549631555259,-0.0013009502434933,0.00184829085761784,0.00215732575379501,0.00896866998276036,0.0456352947066193,0.00468384931242649,0.00382942156394339,0.0126874424264596,0.0124374439107466,-0.0533787156865637
"16",1960-04-01,0.00338521976026929,0.00358478841991872,0.0153524214679988,0.00984835984218613,0.0259033906784332,-0.0079587564343031,0.00228789723795542,0.00114549451399348,0.0068822600158196,-0.0011893046021263,0.0101976568375886,-0.0107764439008151,-0.0236341550249901,-0.0365291986187466,-0.00879871331967896,-0.00795062967562021,0.00121957162202602,0.0301880250317046,-0.982799999999997,-40,0.00376405299999993,0.017104593035965,0.019689533129096,-0.2,-0.4,0.0405818696541722,-0.11133068264433,-0.0679506619085082,-0.109866477578533,-0.0206666368085591,-0.0307587113364924,0.00647938571393958,0.00376104928265697,0.005354183979561,0.0418072777994976,-0.00337999747824824,-0.00636360881225606,0.000936183560339643,0.00797721792853423,0.0144451909895711,0.00301009164642174,0.0172395057566117,0.00278164296187722,0.00105516159622887,39.8,-0.4,40,7.16162200293919,5.38449506278909,5.66296048013595,6.14418563412565,5.75890177387728,6.92362862813843,5.24174701505964,5.4971682252932,5.65599181081985,5.6937321388027,-0.010788158463173,-0.0186938129946608,0.000105557590524441,-0.010331125,-0.00214669134316381,0.0053458196136642,-0.00206499901296908,-2.56131139155791e-05,-0.00489859801151482,0.00799216408283354,0.0181319598205625,0.00489484642284221,0.0236134257869836,0.00104606399999999,0.0128218460850169,0.0126937474938575,-0.038945869,0.00385932862774707,0.0800000000000001,-0.33,-0.0800000000000001,-0.0600000000000001,0.0200000000000005,-0.0199999999999996,0.0300000000000002,-0.04,-0.0499999999999998,0.24,-0.69,-0.37,0.12,0.37,0.36,0.53,1.28,0.000438005009480769,-0.00108149991092166,0.00128218844363781,0.0125393492527353,0.00902261759963707,0.0119761910467155,-0.0032414939241705,0.0130720815673531,0,-0.00584796988242298,0.00441052453733004,0.00219539056343576,-0.00333890126551495,0.00904983551991778,0.00597016698650421,-0.00520834510713852,0.004192878260036,0,0.00321027563024812,0.00332779009267448,0.00423729447551535,-0.00171994260466146,0.00806696935190576,0.00263189528642949,0.00447428039492115,0.00769234562315568,0,0.00451938888473524,0.0248377035692648,0.0188400712056787,-0.0257527451042296
"17",1960-05-01,0.00255722917430123,0.00255901308852025,-0.020348788685101,-0.031471352302491,-0.0150468304799034,-0.00114156669824528,0.00568911098252123,0.00686614592261492,0.00569543406063922,0.00945474212111241,0.00337707035274226,0.00324406128147148,-0.00915480829310145,-0.0136199377025168,0.00156297032396768,-0.00571420094775643,-0.0122721097993028,-0.0279191006247301,-0.788199999999989,-23,0.000838637000000086,0.00067526312684052,0.00148466879774212,-0.100000000000001,-0.699999999999999,-0.00984658983675946,0.0693919934240004,-0.117085734184715,-0.130770231183194,-0.102528746485302,0.0575820598176762,-0.00620398201628092,-0.00370943238327115,-0.0102996486045157,0.00564316850264568,-0.00505941070912996,-0.00793008338031065,-0.000936183560339643,-0.00757826659530458,-0.0109485271856862,-0.00115094037097574,-0.0131384604221392,0.00118976813558813,-0.0120241929668019,39.7,0.3,40.1,7.14755927118945,5.37063802812766,5.6970934865054,6.12686918411419,5.7037824746562,6.95844839329766,5.41164605185504,5.48063892334199,5.71042701737487,5.65599181081985,0.0120305170296913,-0.0110836045061582,0.00599843953175672,0.0309933769999999,-0.00143163947143776,0.0049975116504708,0.0016719944883592,0.00215048340728741,0.0100974731631065,0.00417128475110795,0.0216197646894569,0.0013414927825095,0.0189547185078052,8.04199999999977e-05,-0.00919339507943651,-0.0104819218367149,0.0382541249999999,-0.0112633000365032,-0.0699999999999998,0.0899999999999999,0.0600000000000001,0.0300000000000002,0.17,0.2,0.0699999999999994,0.00999999999999979,0.0800000000000001,0.4,-0.56,-0.27,0.36,0.64,0.5,0.61,1.43,-0.00330128541949604,0.000720944951923208,-0.00124654988984663,0.0155585024983217,0,0,-0.0032414939241705,0.00325203538637764,0,-0.00292825977908873,0.00542558129848203,0.00438597194325441,-0.00335008688528182,0.00451468035452685,0.00298062813813793,-0.00522194398115161,0.00417537141048063,0,0.00641027836091901,0.00332779009267448,0.00469162091832809,0.00109950533341685,0.00582221544660211,0.00485689079284013,0,-0.0187622764555229,0,0.00450685456903344,0.0286885958122394,0.0222246802923323,0.00218133052640912
"18",1960-06-01,0.000608138251423362,-0.000440742217016066,-0.000260912674008296,0.00849585191693158,-0.00136429412246208,-0.0126523254359312,-0.0114147359828425,-0.0114685192547737,-0.00684015484640765,-0.010641354482452,-0.00563229731302384,-0.0130508451291873,-0.0162242673460664,-0.0325280522974776,0.000875646222432191,-0.0115362058492892,0.00615488036638423,-0.00454039468484924,-1.2475,-40,-0.037326051,0.00441387933571669,0.00167895671884644,0.300000000000001,0,0.0115742032811372,0.0958179228972336,0.069076514998355,0.115602009710024,0.0178348676360347,0.0138538834720876,-0.0023157518159973,-0.00694051576663313,-0.00555638218535748,-0.00730900263766188,-0.00702299848667387,-0.00997432503348961,-0.00281382083420034,0.000227900750211063,-0.000895415532605526,-0.00182193435662992,-0.000375378734732479,0.00197980662569108,0,39.5,-0.2,39.9,7.12849594568004,5.33753807970132,5.77765232322266,6.01126717440416,5.73009978297357,6.86484777797086,5.17048399503815,5.36129216570943,5.65248918026865,5.64897423816121,0.0189655829516955,-0.00450492617983755,0.00220091264966626,0.0103311260000001,0,0.00730414933909174,0.00323767758911142,0.00174019902652089,0.0100464735639858,-0.00278267715006297,0.020549973449167,-0.00138786040125005,0.0116402473675468,0.000901478000000011,0.0362770931679606,0.0370350915734949,-0.119780118,0.0342841615094689,-0.53,-0.44,-0.83,-0.84,-0.85,-0.37,-0.199999999999999,-0.00999999999999979,-0.0200000000000005,0.49,-0.86,-0.58,0.04,0.8,0.83,1.13,1.94,-0.00219920222903802,0.00216525753721886,-0.00117674340963125,0.00438664309643087,0,0,0.0032414939241705,-0.0130720815673531,0,0.00292825977908873,0.00236686501026639,0.00219058137981865,-0.00335008688528182,0,0,-0.0052356140539449,0.00417537141048063,0,0.00320000273067089,0,0.0014845269370185,-0.00284255214003659,-0.000644953263246872,0.00468831563191152,0,0.0114286958236228,0,0.0065687358057307,0.0289875368732524,0.0275771008028585,-0.004001177370208
"19",1960-07-01,0.00104462011549611,0.00110149153075056,0.00203331578617405,-0.00699928425994756,-0.0100988784917284,-0.00347632160483435,-0.00575859665589418,-0.00578396233073208,-0.00919651318452441,-0.0387945203285898,0.00225772716342343,-0.0121008840828374,0.0011682903018797,0.00588918111231429,-0.00832541317471369,-0.00232240511094117,0.00976704548397933,0.0247195795383623,-0.496099999999998,-65,-0.025579426,-0.00270620659291509,-0.00392195964459674,0.0999999999999996,0.699999999999999,-0.0168266227097469,0.001690617477907,0.0755288424667366,0.128880857639182,0.0100503358535011,0.0374269636597226,-0.000791525199860033,-0.0036448881800073,-0.0281038494686401,0.000999833444398135,-0.00343275702226009,-0.00474797999008203,-0.00156666176490106,0.000768781803499152,-0.000448008609257755,0.000632475791681131,0.000446863472772563,0.00315956029036801,0.00118525556129967,39.6,0,39.9,7.08757370555797,5.28826703069454,5.72358510195238,5.97635090929793,5.70044357339069,6.90675477864855,5.3890717298165,5.41164605185504,5.59098698051086,5.66296048013595,-0.0346402984807526,-0.0147593880165928,0.00397033222517607,0.0103311259999999,0.00428878427221768,0.0105786110473201,0.0080000426670761,0.00247755640570091,0.0162277575465128,0.00596774742622141,0.0122303088258224,-0.0007298653668526,0.0136371553416312,0.000457259999999987,-0.0251118412158524,-0.0300912072914912,0.0866016570000001,-0.0202665142479916,-0.0899999999999999,-0.42,-0.16,-0.0300000000000002,-0.16,-0.33,-0.25,-0.04,-0.04,0.16,-0.93,-0.52,-0.03,0.56,0.67,1.18,1.99,-0.000347685000894993,-0.0054044268883322,0.00203168789031882,-0.00387557853785486,0.00298953884836628,0.00297177038915741,0,-0.0130720815673531,0,0.00292825977908873,-0.000676590012278488,0.0021857932199798,0,0.0044943895878391,-0.00298062813813793,-0.00262123347987409,0.00415801014866357,0.00337268447863925,0,0,0.00228063272350898,-0.00264084660520902,0.00138833818412598,0.00443811158016549,0,0.00754720563538291,0,0.00895322785137509,0.0231879511972082,0.0317057686205331,0.0181941574615765
"20",1960-08-01,-0.00066798374723831,-0.00154242808712546,-0.000937939727976733,-0.0014394970880236,0.00341428848341074,-0.00116564494455007,-0.00231035913318411,0,0.00230924819416911,0.011064197490811,0,-0.0133854939229257,-0.0046768437305964,-0.00588918111231429,-0.00526671932263589,-0.00466105381892667,0.00364092729701104,-0.00780028965992452,-0.677000000000007,-21,-0.017799336,0.00137549632679246,-0.000212436649155379,0.0999999999999996,-0.4,0.0214190532839567,0.0834153921521761,0.00649352931054814,-0.00770716724493781,0.0246926125903721,0.0790623785708,-0.000607874759680271,-0.00339647615868977,0.0292761825454635,-0.00970718919531066,-0.00344458144505744,-0.00310387124258682,-0.00392742630346987,0.000910384131156405,-8.96258122935478e-05,0.00862856465311346,-0.000876040353880114,0.00275644986500279,0.00354736093879815,39.3,0,39.7,7.20340552108309,5.43372200355424,5.64544689764324,6.17170059741091,5.8664680569333,6.90173720665657,5.33753807970132,5.4380793089232,5.59842195899838,5.65599181081985,0.0590889164625654,0.00773175710166107,-0.00187871885673374,0.0103311260000001,0.0121040993622099,0.0151020598402773,0.00716501903378841,0.00420999537426203,0.0104872317154014,-0.0108541854700683,-0.000761961931514232,0.00192307405945957,0.00954715295241915,0.000309090000000012,0.0119271551876352,0.011911893219156,-0.041403657,0.01667218119603,-0.25,-0.0500000000000003,0,-0.12,-0.25,-0.17,-0.1,-0.13,-0.14,0.36,-0.68,-0.39,-0.03,0.64,0.82,1.3,2.1,-0.000649335613363,-0.00143622385606168,0.000640729029146136,-0.00893000545552614,0,0,-0.0032414939241705,-0.0199342149008173,0,0,0,0.0021857932199798,0,0.0044943895878391,0,0,0.00415801014866357,0.00337268447863925,0,0.00331675262599385,0.00353115755914857,0.000312158579091726,0.00381405717826677,0.00427182043493346,0.00445435034938024,0.0150378773645405,0.00466201310581127,0.0136894677172501,0.00969024540411745,0.0261139272823048,0.0262570476546866
"21",1960-09-01,0.00150636944464022,0.000529100541443839,0.00478469812333637,0.0163234454044296,-0.000935016402143773,-0.0105186052274746,-0.00813459382604975,-0.00581761126952385,-0.00462092288407945,-0.0122992430218281,-0.00338850512618372,-0.00901289044000286,-0.0165502878015396,-0.0130671230190456,-0.0070800994552882,-0.0105697555991338,0.00843850024535886,0,-1.1318,-65,-0.00987442300000002,0.00442883174337183,0.0056294696269461,-0.0999999999999996,0.700000000000001,-0.0403209745763382,-0.0592172986520767,0.0576377427886108,-0.00193610902686636,0.128028474427292,-0.0213396523049436,-0.000792634074992193,-0.00251559275262458,-0.00661232296825176,-0.00472017059788765,-0.00195503483580239,-0.00244553256608349,-0.00126004111804434,0.000142172683180064,-0.00152486911190586,-0.00569464986031232,-0.000214657532620066,0.00235663895399618,0.0025934235919749,39.1,-0.1,39.4,7.00033446027523,5.26785815906333,5.67675380226828,5.95064255258773,5.4249500174814,6.89162589705225,5.32300997913841,5.39362754635236,5.57594910314632,5.68697535633982,-0.00703255428660121,0.0026411527030703,0.00167014656837949,-0.0206622519999999,0.00710735045865185,0.014041047005855,0.00481232882519311,0.00546970771545485,0.00253553935101447,0.00394075307529285,0.000115947070292499,0.00362250944989118,0.0104647923883974,0.000687551000000008,-0.0305449545837266,-0.0339245557819154,0.10702825,-0.0256093186838506,-0.38,0.0500000000000003,0.18,0.24,0.12,-0.0100000000000002,0,-0.0300000000000002,-0.0700000000000003,0.79,-0.12,0.23,0.47,1.01,1.2,1.65,2.41,-0.000905134961708631,0,0.000889220923271594,0.00277992457018837,-0.00298953884836628,0,0,-0.0132452267500205,0,0,0.00202839826139289,0.00218102594636038,-0.00673403218134405,0.00447428039492115,0.00298062813813793,-0.00526317004427446,0.00414079266603151,0,0,0.00331675262599385,0.0023322630669127,-0.00415877529268105,0.00277090726523133,0.0038672555202206,0.00888894741724588,0.00749067172915763,0.00930239266231359,0.0129429599724773,0.000127331763081884,0.0167605375136528,0.0136620354449217
"22",1960-10-01,0.00291975351743012,0.00308085275155001,0.00481354931649935,-0.0190507826780912,0.00876573842975326,-0.00117512303702139,0.00581888457045165,0.00465595420511988,0.0103650435838807,0.0110735662103405,0.0101287793981526,-0.00796062688020038,-0.00357976892379508,-0.012032801890693,-0.00605124060794671,-0.00118335965495531,0.00119908779437239,0.00557674186741641,-0.390000000000001,-67,-0.052101004,-0.0038133370021658,-0.00962865383282896,0.6,0.6,0.051710619340696,0.055324728536565,0.191276588336316,0.18843975330589,0.194408444077538,0.0582628300712233,-0.00155021623338492,-0.00552502128975441,-0.00162301769305362,-0.00101437033211749,-0.00647886825035648,-0.00928054964185954,-0.00252485537318314,0.000596904640890017,-0.000538744737822228,-0.00174445622785235,0.00100134116547501,-0.000392387684061468,0.000941398045519293,39.4,0.1,39.7,7.1276936993474,5.65599181081985,5.605802066296,5.95583736946483,5.71042701737487,6.87935580446044,5.27811465923052,5.44673737166631,5.57215403217776,5.63835466933375,-0.0763109690204864,-0.0183534235568477,-0.000834724556959543,0.0103311259999999,-0.00283487078584699,0.00843613049896064,-0.00115284862417742,0.00568717098922811,0.0140628156194804,0.00588214104058782,0.00482320704829586,0.00501848503813962,0.0114999049364606,6.34839999999748e-05,-0.0199011543172953,-0.0184577763201963,0.0715124610000002,-0.0218007473362229,-0.13,-0.0900000000000003,-0.18,-0.1,-0.0299999999999998,0.15,0.0900000000000003,0.0499999999999998,0.100000000000001,0.83,-0.17,0.26,0.57,1.29,1.42,1.83,2.64,0.000348225793120882,0,-0.000391159793761364,0.0062522624620884,0.00894193737566162,0.0118344576470029,0,0.0133335308694651,0,0.00291971010333425,0.00471698987813873,0.00435730536895607,-0.00673403218134405,0.00447428039492115,0.00297177038915741,-0.00526317004427446,0.00414079266603151,0,0.00318979536810016,0.00330578813449955,0.00176091385784582,-0.0052092558873702,0.00222227800782449,0.00338863163613867,0.00884961527698258,0.00372439909098232,0.00464037955650232,0.00745008525459401,-0.00879378635707972,0.00446136417714094,0.0375613611743262
