"","x"
"1",-0.147849931995844
"2",0.0790798187948632
"3",-0.0846752958328509
"4",0.03176264310169
"5",-0.0904945786644997
"6",-0.00264023622787626
"7",0.118719777018316
"8",-0.0618863047610493
"9",-0.146532805454904
"10",-0.0810272728666799
"11",0.0815445180224418
"12",-0.0802647640994437
"13",0.195587383606293
"14",-0.0971279397460398
"15",-0.130497085254676
"16",0.10061511876894
"17",-0.0529768968542817
"18",0.115078150756339
"19",0.099375992792196
"20",-0.0257215848516561
"21",0.0467227336444218
"22",0.0526588976237178
"23",-0.0112595922270147
"24",0.242353739706221
"25",0.00529685611914967
"26",-0.0792968698995838
"27",0.201834207102212
"28",-0.106498789019254
"29",0.460389006799618
"30",0.0876519795697793
"31",0.200968286609031
"32",0.311407899861835
"33",0.0371683941704106
"34",0.352942103011776
"35",0.283532313481384
"36",0.450155411273837
"37",0.473859556022835
"38",0.468521785846383
"39",0.33834411417445
"40",0.231583249542793
"41",0.372184535669503
"42",0.120196945285409
"43",-0.0640003243843547
"44",0.136627849814248
"45",0.14622530337027
"46",0.225655547169353
"47",-0.107502954526484
"48",-0.014388568744111
"49",-0.0481368354733909
"50",0.0247841282096965
"51",0.0313340496280144
"52",0.0176844980332135
"53",-0.235570150121277
"54",-0.18359608823102
"55",0.0168046970906901
"56",0.0612767396941791
"57",-0.0270043856937989
"58",-0.0242129044847728
"59",0.299798516391976
"60",-0.393777678355018
"61",-0.165149593716544
"62",-0.126796959432562
"63",-0.0526707776679517
"64",0.127764991277395
"65",-0.0582933077729231
"66",0.0927972235949656
"67",-0.134481371590552
"68",0.0169309815260207
"69",0.0534463361130941
"70",-0.178779922517525
"71",-0.190008516488854
"72",-0.0984968737043403
"73",-0.200187668532238
"74",0.00234396685859186
"75",-0.0542960119419468
"76",-0.0295177741758045
"77",-0.00495732347549918
"78",0.0209615518481993
"79",-0.0173776635846115
"80",-0.0861826870439849
"81",-0.225756071302158
"82",-0.000917825923067247
"83",-0.0642775373842745
"84",0.158891092674164
"85",0.0936242321386154
"86",-0.271713932979357
"87",-0.156749008461476
"88",0.0379547577757366
"89",-0.049658575150056
"90",0.0502835788401893
"91",-0.220633993322664
"92",-0.04097895945103
"93",0.00372210646999297
"94",-0.00738480754547397
"95",-0.243880034256651
"96",-0.191975837550218
"97",-0.0867903965733503
"98",0.0576267479321004
"99",-0.0142295005479988
"100",-0.340132255524593
"101",0.0162402041599187
"102",-0.1631469483348
"103",0.0826685925367643
"104",-0.0161103388670796
"105",-0.193242651676438
"106",-0.162449131368635
"107",0.050017368567244
"108",-0.193270441817263
"109",0.099593155788823
"110",-0.147407515983577
"111",-0.0620973805454426
"112",0.0032417742976887
"113",0.0336035016541435
"114",-0.212265216415971
"115",-0.0344612196817618
"116",-0.132747084287817
"117",-0.0320060509363291
"118",-0.0114321495131448
"119",0.0387798663630017
"120",-0.0316351261507725
"121",-0.0880988629594932
"122",0.00725320610569015
"123",0.0660596018482619
"124",-0.0031388817965995
"125",-0.26602346658659
"126",0.179526575171521
"127",-0.0678954114877588
"128",0.0727861921177022
"129",0.0444953188824947
"130",-0.0880031741059568
"131",-0.183669791673181
"132",0.0609481230733965
"133",0.0516611050460276
"134",-0.064508841622285
"135",-0.196185163610563
"136",-0.0753276662624732
"137",-0.109015928507844
"138",0.0305762200196997
"139",-0.00552905072252773
