"","x"
"1",-0.144714285040041
"2",0.066582911110258
"3",-0.0771685858733482
"4",0.030353798702425
"5",-0.0956278058550341
"6",0.00637053937666372
"7",0.113410182567651
"8",-0.0635152479935608
"9",-0.15525511505939
"10",-0.0870413857041829
"11",0.0842846880556774
"12",-0.0787294157792281
"13",0.216607854758583
"14",-0.116199854368036
"15",-0.125756726917277
"16",0.0939186668205608
"17",-0.0581773145187317
"18",0.126017256998501
"19",0.110486532459624
"20",-0.0427371528015905
"21",0.0479906023468132
"22",0.0506167699084494
"23",-0.0158344040095426
"24",0.257564912831133
"25",0.0221605302408557
"26",-0.107206233212499
"27",0.20165420968881
"28",-0.11345639161452
"29",0.470391880828718
"30",0.11673389052285
"31",0.227519391971308
"32",0.31708432482824
"33",0.0398059233339101
"34",0.363113665383488
"35",0.312204319810231
"36",0.486561392390895
"37",0.528708698349632
"38",0.537603144048143
"39",0.372551041132034
"40",0.263120361198911
"41",0.416950475858444
"42",0.141653529576493
"43",-0.056615133957981
"44",0.156322213358178
"45",0.161600645789251
"46",0.234992960107315
"47",-0.0948516321385239
"48",-0.0305833874256287
"49",-0.058509320857288
"50",0.0325178211401481
"51",0.0446470586759331
"52",0.0392326753700646
"53",-0.283090322386086
"54",-0.220657723560615
"55",0.0212239707068203
"56",0.0674604475331085
"57",-0.038192420793637
"58",-0.0198264298650146
"59",0.349300187917661
"60",-0.460734688575263
"61",-0.201255840943729
"62",-0.125714281375158
"63",-0.0642232400782773
"64",0.138464461899822
"65",-0.0635376077851863
"66",0.0805619969050142
"67",-0.128350905605738
"68",0.00934245272744202
"69",0.0658854208497443
"70",-0.225601516177581
"71",-0.201883021801143
"72",-0.130191774334093
"73",-0.215784973598649
"74",-0.00396994937488877
"75",-0.0689206456323824
"76",-0.0322688000630685
"77",-0.00671605082201274
"78",0.0105972024146745
"79",-0.0154602569434071
"80",-0.110021079973507
"81",-0.252244965694393
"82",-0.0141254802442699
"83",-0.0650481212456101
"84",0.177550121607975
"85",0.109839955378109
"86",-0.31468513529336
"87",-0.16919575365449
"88",0.0367985061283308
"89",-0.0683225547660811
"90",0.0437872078082551
"91",-0.248123973515116
"92",-0.039177768105171
"93",-0.0172077914238666
"94",-0.038223990698472
"95",-0.247462563277029
"96",-0.237889862992605
"97",-0.114579588873279
"98",0.0851846675833299
"99",-0.0148580359712266
"100",-0.413999007788524
"101",0.0164175332733024
"102",-0.183115270144255
"103",0.0982624391194708
"104",-0.0130553345300653
"105",-0.228586125905835
"106",-0.195302403788249
"107",0.0615782931108963
"108",-0.210308536880953
"109",0.12815647228729
"110",-0.178511381491465
"111",-0.0788599957273911
"112",-0.0178298939688458
"113",0.0718617584365501
"114",-0.238160673559618
"115",-0.0132279412919705
"116",-0.135348896280756
"117",-0.0773756134329056
"118",-0.0142593708357074
"119",0.0383422701465527
"120",-0.0249269906888091
"121",-0.0722505894747845
"122",-0.0048064369900801
"123",0.0710450514418196
"124",-0.0300645868505297
"125",-0.270045026790726
"126",0.205104613940944
"127",-0.0418757386545729
"128",0.0590171290287419
"129",0.0229529551502511
"130",-0.0937975284274466
"131",-0.198632093595495
"132",0.0703792900399191
"133",0.0641608738663581
"134",-0.0743745424967955
"135",-0.203297911797102
"136",-0.0872670917250346
"137",-0.1076008537819
"138",0.0627068642972218
"139",-0.00553038627615642
