"","x"
"1",-0.124078824192993
"2",0.0600517055962156
"3",-0.126477308487132
"4",0.0510366272583887
"5",-0.0839164235796259
"6",-0.0394521411186284
"7",0.128987709642659
"8",-0.0211660050838617
"9",-0.150382880371081
"10",-0.0114696479045362
"11",0.130263120832211
"12",-0.0682623238628317
"13",0.142537264616392
"14",-0.0746643462686278
"15",-0.167169242758313
"16",0.149013409925329
"17",-0.0268121289110464
"18",0.0718520149847243
"19",0.0787598354072071
"20",0.017346141529325
"21",0.0931964929190766
"22",0.0857369181040257
"23",0.00774404608051391
"24",0.249956537778038
"25",-0.0428389231080274
"26",-0.0620598315957659
"27",0.319385575753952
"28",-0.0595399777554389
"29",0.452112396537478
"30",0.0508751092320577
"31",0.194963871254177
"32",0.321059271838407
"33",-0.0138389346211813
"34",0.354719368717687
"35",0.265066366156307
"36",0.428722982623101
"37",0.380437902150737
"38",0.367847367159829
"39",0.259217132207378
"40",0.226979105297413
"41",0.312812962479297
"42",0.135816685818416
"43",-0.0728827879860127
"44",0.152322112587723
"45",0.115098220719715
"46",0.219129252348098
"47",-0.106023404841583
"48",0.0676557807411018
"49",-0.0457278774994165
"50",-0.0254627207568428
"51",-0.0584367103688501
"52",-0.0486780760525985
"53",-0.132839225399078
"54",-0.103648945634129
"55",0.0377171039050941
"56",0.0360574998374081
"57",-0.031544371987416
"58",-0.00246018580081531
"59",0.212065256511645
"60",-0.237755177927226
"61",-0.109484870234582
"62",-0.0592698570320157
"63",-0.0303566093839487
"64",0.123250294252739
"65",-0.0928332096312184
"66",0.113980736387281
"67",-0.170664404085279
"68",0.036134392923063
"69",0.0613977333847752
"70",-0.0614335453015765
"71",-0.190770224846398
"72",-0.0394419198179901
"73",-0.13870281092688
"74",0.0512445138201332
"75",0.000877829595839846
"76",-0.0690312230420209
"77",-0.0487360736317103
"78",0.0125369036636771
"79",-0.0403359649312239
"80",-0.0356253618314768
"81",-0.190406365017129
"82",0.0353740420431085
"83",-0.0744770266402143
"84",0.133504863009937
"85",0.123458639294066
"86",-0.257133706743273
"87",-0.137621844755862
"88",0.0831303941454278
"89",-0.0616411279570136
"90",0.0451237316620454
"91",-0.237699505122742
"92",-0.0484064236215842
"93",0.0223064990597267
"94",0.0307895511076207
"95",-0.311598496566248
"96",-0.178221850039164
"97",-0.0320590905019642
"98",0.0311258810121708
"99",-0.0148920615616082
"100",-0.299629386221126
"101",0.0367205887740559
"102",-0.159512718795843
"103",0.0492274234076514
"104",-0.0295694863136046
"105",-0.223070294387503
"106",-0.14371943772525
"107",-0.0102623268484508
"108",-0.230827077961765
"109",0.0718503556090251
"110",-0.180251987125456
"111",-0.0493792866396437
"112",0.0482331259124898
"113",-0.0195707206983188
"114",-0.24090784931112
"115",-0.0514275131643563
"116",-0.168800480588233
"117",0.00748295884668925
"118",-0.0314367043505954
"119",0.0212656852395367
"120",-0.0519581426865967
"121",-0.13433446562577
"122",0.00306450894454863
"123",0.0789914389000361
"124",-0.0179817674845524
"125",-0.307639756907707
"126",0.149414651777811
"127",-0.130097532288277
"128",0.0551141839791688
"129",0.0843291709089767
"130",-0.116500132391948
"131",-0.166512042722423
"132",0.0413647434727701
"133",0.0291885540394552
"134",-0.0791347549337958
"135",-0.22708108728739
"136",-0.0361269314285702
"137",-0.144113309331312
"138",-0.0254236075347473
"139",-0.0282394937892272
