"","x"
"1",-0.146090772571987
"2",0.0746307326906842
"3",-0.0882078796063351
"4",0.0368410206991494
"5",-0.0907277627139654
"6",0.0018191157707916
"7",0.118719968669265
"8",-0.0587993777100419
"9",-0.15562111534452
"10",-0.078435862606748
"11",0.0948613286615436
"12",-0.0859908128750646
"13",0.219348182839455
"14",-0.115013875235135
"15",-0.123363024221716
"16",0.10239199421329
"17",-0.0676032540276725
"18",0.126390221298644
"19",0.103162583963249
"20",-0.0398098062052075
"21",0.059253992085311
"22",0.0403266750230229
"23",-0.00297644436490855
"24",0.261064377353462
"25",0.012602492566513
"26",-0.104047145932271
"27",0.2171009360555
"28",-0.119163312252992
"29",0.475603525820515
"30",0.0948335867738914
"31",0.246910358495475
"32",0.307489157941334
"33",0.0117167560704997
"34",0.385894962587893
"35",0.293504873061964
"36",0.507591684796849
"37",0.510859420823226
"38",0.536168787300387
"39",0.361824118114527
"40",0.260741497486624
"41",0.412260865571651
"42",0.14643970596557
"43",-0.0595746433321374
"44",0.154576320780233
"45",0.170154761082338
"46",0.232811433536266
"47",-0.098551718697157
"48",-0.0305097779589262
"49",-0.0551762843099472
"50",0.0402488962936388
"51",0.0358164324577634
"52",0.0374429723146889
"53",-0.283787412212087
"54",-0.202680745985147
"55",0.0374667116986496
"56",0.0661304123451256
"57",-0.0429811978083697
"58",-0.0134868087399726
"59",0.349894708405077
"60",-0.491903524572449
"61",-0.182658275527194
"62",-0.116200257117078
"63",-0.0583756395975331
"64",0.145724223118435
"65",-0.0630705132200785
"66",0.0830638843757846
"67",-0.131483367383281
"68",0.0247822547753743
"69",0.0676773540026083
"70",-0.234520582726317
"71",-0.186839859561782
"72",-0.125558348246281
"73",-0.211074389539969
"74",0.00182312384535923
"75",-0.0676040721316028
"76",-0.0293827104217685
"77",-0.00147960381391307
"78",0.0123530738396826
"79",-0.014676115908232
"80",-0.106155165048601
"81",-0.242022546537543
"82",0.0015307413713037
"83",-0.0758606334738325
"84",0.173016492663701
"85",0.114641444877973
"86",-0.321850626111481
"87",-0.153640811823825
"88",0.0553235856699882
"89",-0.0761406760134648
"90",0.0404036635843926
"91",-0.253012659251434
"92",-0.02778920780788
"93",-0.0191802640646118
"94",-0.0321435671533725
"95",-0.24940248218516
"96",-0.223151550258628
"97",-0.102199003531635
"98",0.0887164079974628
"99",-0.0281958019205125
"100",-0.417610256223096
"101",0.0393439890944106
"102",-0.190744606645522
"103",0.100347375462579
"104",-0.0205444335850824
"105",-0.230953832299431
"106",-0.178426191906774
"107",0.0650870931332572
"108",-0.21636817176194
"109",0.138509213365217
"110",-0.185810510709003
"111",-0.0743290342889684
"112",-0.0128132879171263
"113",0.0785113101141284
"114",-0.251864451644757
"115",-0.00300706261608792
"116",-0.122677785526604
"117",-0.0746730517501491
"118",-0.0107410235880573
"119",0.0319105765197009
"120",-0.0262579056793454
"121",-0.0726383472037926
"122",0.0038874264063768
"123",0.0697483709466688
"124",-0.0380947632050588
"125",-0.271474245494327
"126",0.220721935389656
"127",-0.0539025070929495
"128",0.0556485309412142
"129",0.0194748124769237
"130",-0.0969185722655134
"131",-0.196395038347288
"132",0.0806560299227228
"133",0.0575262385001571
"134",-0.0826935938540953
"135",-0.200625990991791
"136",-0.0649285231333841
"137",-0.0923869612754305
"138",0.0555458477333381
"139",-0.00309223069056319
